bikeid,trip_season,duration_category,trip_year,trip_month,number_of_trips
26214,Summer,5 to 12 hours,2018.0,4.0,1
26214,Summer,5 to 12 hours,2019.0,4.0,1
26214,Summer,5 to 15 minutes,2018.0,4.0,23
26214,Summer,5 to 15 minutes,2018.0,5.0,31
26214,Summer,5 to 15 minutes,2018.0,6.0,32
26214,Summer,5 to 15 minutes,2018.0,7.0,49
26214,Summer,5 to 15 minutes,2018.0,9.0,30
26214,Summer,5 to 15 minutes,2018.0,10.0,37
26214,Summer,5 to 15 minutes,2019.0,4.0,34
26214,Summer,5 to 15 minutes,2019.0,5.0,29
26214,Summer,5 to 15 minutes,2019.0,6.0,48
26214,Summer,5 to 15 minutes,2019.0,7.0,56
26214,Summer,5 to 15 minutes,2019.0,8.0,45
26214,Summer,5 to 15 minutes,2019.0,9.0,57
26214,Summer,5 to 15 minutes,2019.0,10.0,44
26214,Summer,overnight!,2018.0,7.0,2
26214,Winter,< 5 minutes,2018.0,1.0,17
26214,Winter,< 5 minutes,2018.0,2.0,23
26214,Winter,< 5 minutes,2018.0,3.0,21
26214,Winter,< 5 minutes,2019.0,1.0,24
26214,Winter,< 5 minutes,2019.0,2.0,27
26214,Winter,< 5 minutes,2019.0,3.0,18
26214,Winter,< 5 minutes,2019.0,11.0,33
26214,Winter,< 5 minutes,2019.0,12.0,17
26214,Winter,< 5 minutes,2020.0,1.0,28
26214,Winter,1 to 2 hours,2019.0,11.0,1
26214,Winter,15 to 30 minutes,2018.0,1.0,3
26214,Winter,15 to 30 minutes,2018.0,2.0,4
26214,Winter,15 to 30 minutes,2018.0,3.0,6
26214,Winter,15 to 30 minutes,2019.0,1.0,3
26214,Winter,15 to 30 minutes,2019.0,2.0,2
26214,Winter,15 to 30 minutes,2019.0,3.0,6
26214,Winter,15 to 30 minutes,2019.0,11.0,1
26214,Winter,15 to 30 minutes,2019.0,12.0,1
26214,Winter,15 to 30 minutes,2020.0,1.0,5
26214,Winter,30 minutes to 1 hour,2018.0,1.0,1
26214,Winter,30 minutes to 1 hour,2019.0,12.0,1
26214,Winter,5 to 15 minutes,2018.0,1.0,26
26214,Winter,5 to 15 minutes,2018.0,2.0,24
26214,Winter,5 to 15 minutes,2018.0,3.0,15
26214,Winter,5 to 15 minutes,2019.0,1.0,17
26214,Winter,5 to 15 minutes,2019.0,2.0,20
26214,Winter,5 to 15 minutes,2019.0,3.0,21
26214,Winter,5 to 15 minutes,2019.0,11.0,30
26214,Winter,5 to 15 minutes,2019.0,12.0,23
26214,Winter,5 to 15 minutes,2020.0,1.0,20
26214,Winter,overnight!,2018.0,3.0,1
26215,Summer,< 5 minutes,2018.0,4.0,27
26215,Summer,< 5 minutes,2018.0,5.0,39
26215,Summer,< 5 minutes,2018.0,6.0,34
26215,Summer,< 5 minutes,2018.0,7.0,20
26215,Summer,< 5 minutes,2018.0,8.0,33
26215,Summer,< 5 minutes,2018.0,9.0,36
26215,Summer,< 5 minutes,2019.0,4.0,33
26215,Summer,< 5 minutes,2019.0,5.0,28
26215,Summer,< 5 minutes,2019.0,6.0,7
26215,Summer,< 5 minutes,2019.0,7.0,34
26215,Summer,< 5 minutes,2019.0,8.0,41
26215,Summer,< 5 minutes,2019.0,9.0,25
26215,Summer,< 5 minutes,2019.0,10.0,29
26215,Summer,1 to 2 hours,2018.0,5.0,1
26215,Summer,1 to 2 hours,2018.0,7.0,1
26215,Summer,1 to 2 hours,2018.0,9.0,1
26215,Summer,1 to 2 hours,2019.0,6.0,1
26215,Summer,1 to 2 hours,2019.0,7.0,1
26215,Summer,1 to 2 hours,2019.0,8.0,1
26215,Summer,1 to 2 hours,2019.0,9.0,1
26215,Summer,15 to 30 minutes,2018.0,5.0,7
26215,Summer,15 to 30 minutes,2018.0,6.0,6
26215,Summer,15 to 30 minutes,2018.0,7.0,13
26215,Summer,15 to 30 minutes,2018.0,8.0,7
26215,Summer,15 to 30 minutes,2018.0,9.0,4
26215,Summer,15 to 30 minutes,2019.0,4.0,2
26215,Summer,15 to 30 minutes,2019.0,5.0,3
26215,Summer,15 to 30 minutes,2019.0,6.0,2
26215,Summer,15 to 30 minutes,2019.0,7.0,11
26215,Summer,15 to 30 minutes,2019.0,8.0,16
26215,Summer,15 to 30 minutes,2019.0,9.0,19
26215,Summer,15 to 30 minutes,2019.0,10.0,4
26215,Summer,30 minutes to 1 hour,2018.0,5.0,1
26215,Summer,30 minutes to 1 hour,2018.0,6.0,3
26215,Summer,30 minutes to 1 hour,2018.0,7.0,5
26215,Summer,30 minutes to 1 hour,2018.0,8.0,3
26215,Summer,30 minutes to 1 hour,2018.0,9.0,1
26215,Summer,30 minutes to 1 hour,2019.0,4.0,1
26215,Summer,30 minutes to 1 hour,2019.0,5.0,3
26215,Summer,30 minutes to 1 hour,2019.0,7.0,3
26215,Summer,30 minutes to 1 hour,2019.0,8.0,3
26215,Summer,30 minutes to 1 hour,2019.0,9.0,3
26215,Summer,30 minutes to 1 hour,2019.0,10.0,2
26215,Summer,5 to 15 minutes,2018.0,4.0,24
26215,Summer,5 to 15 minutes,2018.0,5.0,31
26215,Summer,5 to 15 minutes,2018.0,6.0,37
26215,Summer,5 to 15 minutes,2018.0,7.0,39
26215,Summer,5 to 15 minutes,2018.0,8.0,25
26215,Summer,5 to 15 minutes,2018.0,9.0,28
26215,Summer,5 to 15 minutes,2019.0,4.0,29
26215,Summer,5 to 15 minutes,2019.0,5.0,26
26215,Summer,5 to 15 minutes,2019.0,6.0,15
26215,Summer,5 to 15 minutes,2019.0,7.0,46
26215,Summer,5 to 15 minutes,2019.0,8.0,48
26215,Summer,5 to 15 minutes,2019.0,9.0,38
26215,Summer,5 to 15 minutes,2019.0,10.0,31
26215,Summer,overnight!,2018.0,5.0,1
26215,Summer,overnight!,2019.0,7.0,1
26215,Winter,< 5 minutes,2018.0,2.0,1
26215,Winter,< 5 minutes,2018.0,3.0,46
26215,Winter,< 5 minutes,2018.0,11.0,13
26215,Winter,< 5 minutes,2018.0,12.0,27
26215,Winter,< 5 minutes,2019.0,1.0,26
26215,Winter,< 5 minutes,2019.0,2.0,26
26215,Winter,< 5 minutes,2019.0,3.0,29
26215,Winter,< 5 minutes,2019.0,11.0,29
26215,Winter,< 5 minutes,2019.0,12.0,27
26215,Winter,< 5 minutes,2020.0,1.0,19
26215,Winter,1 to 2 hours,2020.0,1.0,1
26215,Winter,15 to 30 minutes,2018.0,3.0,1
26215,Winter,15 to 30 minutes,2018.0,12.0,3
26215,Winter,15 to 30 minutes,2019.0,1.0,4
26215,Winter,15 to 30 minutes,2019.0,3.0,4
26215,Winter,15 to 30 minutes,2019.0,11.0,6
26215,Winter,15 to 30 minutes,2019.0,12.0,1
26215,Winter,15 to 30 minutes,2020.0,1.0,1
26215,Winter,30 minutes to 1 hour,2018.0,12.0,1
26215,Winter,30 minutes to 1 hour,2019.0,1.0,2
26215,Winter,30 minutes to 1 hour,2019.0,2.0,2
26215,Winter,30 minutes to 1 hour,2019.0,3.0,1
26215,Winter,30 minutes to 1 hour,2019.0,12.0,1
26215,Winter,5 to 15 minutes,2018.0,2.0,4
26215,Winter,5 to 15 minutes,2018.0,3.0,33
26215,Winter,5 to 15 minutes,2018.0,11.0,8
26215,Winter,5 to 15 minutes,2018.0,12.0,32
26215,Winter,5 to 15 minutes,2019.0,1.0,21
26215,Winter,5 to 15 minutes,2019.0,2.0,17
26215,Winter,5 to 15 minutes,2019.0,3.0,17
26215,Winter,5 to 15 minutes,2019.0,11.0,26
26215,Winter,5 to 15 minutes,2019.0,12.0,27
26215,Winter,5 to 15 minutes,2020.0,1.0,25
26216,Summer,< 5 minutes,2018.0,4.0,10
26216,Summer,< 5 minutes,2018.0,5.0,26
26216,Summer,< 5 minutes,2018.0,6.0,32
26216,Summer,< 5 minutes,2018.0,7.0,29
26216,Summer,< 5 minutes,2018.0,9.0,18
26216,Summer,< 5 minutes,2018.0,10.0,28
26216,Summer,< 5 minutes,2019.0,4.0,36
26216,Summer,< 5 minutes,2019.0,5.0,13
26216,Summer,< 5 minutes,2019.0,6.0,18
26216,Summer,< 5 minutes,2019.0,7.0,32
26216,Summer,< 5 minutes,2019.0,8.0,28
26216,Summer,< 5 minutes,2019.0,9.0,25
26216,Summer,< 5 minutes,2019.0,10.0,30
26216,Summer,1 to 2 hours,2018.0,7.0,1
26216,Summer,1 to 2 hours,2019.0,5.0,2
26216,Summer,1 to 2 hours,2019.0,6.0,2
26216,Summer,1 to 2 hours,2019.0,8.0,1
26216,Summer,1 to 2 hours,2019.0,9.0,1
26216,Summer,15 to 30 minutes,2018.0,4.0,3
26216,Summer,15 to 30 minutes,2018.0,5.0,9
26216,Summer,15 to 30 minutes,2018.0,6.0,5
26216,Summer,15 to 30 minutes,2018.0,7.0,8
26216,Summer,15 to 30 minutes,2018.0,9.0,9
26216,Summer,15 to 30 minutes,2019.0,4.0,2
26216,Summer,15 to 30 minutes,2019.0,5.0,7
26216,Summer,15 to 30 minutes,2019.0,6.0,8
26216,Summer,15 to 30 minutes,2019.0,7.0,6
26216,Summer,15 to 30 minutes,2019.0,8.0,7
26216,Summer,15 to 30 minutes,2019.0,9.0,6
26216,Summer,15 to 30 minutes,2019.0,10.0,5
26216,Summer,2 to 5 hours,2018.0,7.0,1
26216,Summer,30 minutes to 1 hour,2018.0,4.0,3
26216,Summer,30 minutes to 1 hour,2018.0,5.0,1
26216,Summer,30 minutes to 1 hour,2018.0,6.0,4
26216,Summer,30 minutes to 1 hour,2018.0,7.0,1
26216,Summer,30 minutes to 1 hour,2018.0,9.0,1
26216,Summer,30 minutes to 1 hour,2019.0,4.0,1
26216,Summer,30 minutes to 1 hour,2019.0,5.0,1
26216,Summer,30 minutes to 1 hour,2019.0,6.0,3
26216,Summer,30 minutes to 1 hour,2019.0,8.0,4
26216,Summer,30 minutes to 1 hour,2019.0,9.0,4
26216,Summer,30 minutes to 1 hour,2019.0,10.0,2
26216,Summer,5 to 12 hours,2019.0,7.0,1
26216,Summer,5 to 15 minutes,2018.0,4.0,15
26216,Summer,5 to 15 minutes,2018.0,5.0,34
26216,Summer,5 to 15 minutes,2018.0,6.0,38
26216,Summer,5 to 15 minutes,2018.0,7.0,25
26216,Summer,5 to 15 minutes,2018.0,8.0,1
26216,Summer,5 to 15 minutes,2018.0,9.0,28
26216,Summer,5 to 15 minutes,2018.0,10.0,35
26216,Summer,5 to 15 minutes,2019.0,4.0,25
26216,Summer,5 to 15 minutes,2019.0,5.0,25
26216,Summer,5 to 15 minutes,2019.0,6.0,39
26216,Summer,5 to 15 minutes,2019.0,7.0,41
26216,Summer,5 to 15 minutes,2019.0,8.0,40
26216,Summer,5 to 15 minutes,2019.0,9.0,28
26216,Summer,5 to 15 minutes,2019.0,10.0,50
26216,Summer,overnight!,2018.0,5.0,1
26216,Summer,overnight!,2019.0,8.0,1
26216,Summer,overnight!,2019.0,9.0,1
26216,Winter,< 5 minutes,2018.0,3.0,12
26216,Winter,< 5 minutes,2018.0,11.0,22
26216,Winter,< 5 minutes,2018.0,12.0,30
26216,Winter,< 5 minutes,2019.0,1.0,28
26216,Winter,< 5 minutes,2019.0,2.0,30
26216,Winter,< 5 minutes,2019.0,3.0,20
26216,Winter,< 5 minutes,2019.0,11.0,35
26216,Winter,< 5 minutes,2019.0,12.0,19
26216,Winter,< 5 minutes,2020.0,1.0,22
26216,Winter,1 to 2 hours,2019.0,1.0,1
26216,Winter,1 to 2 hours,2020.0,1.0,1
26216,Winter,15 to 30 minutes,2018.0,3.0,3
26216,Winter,15 to 30 minutes,2018.0,11.0,5
26216,Winter,15 to 30 minutes,2018.0,12.0,2
26216,Winter,15 to 30 minutes,2019.0,1.0,7
26216,Winter,15 to 30 minutes,2019.0,2.0,3
26216,Winter,15 to 30 minutes,2019.0,3.0,3
26216,Winter,15 to 30 minutes,2019.0,11.0,3
26216,Winter,15 to 30 minutes,2019.0,12.0,4
26216,Winter,15 to 30 minutes,2020.0,1.0,1
26216,Winter,30 minutes to 1 hour,2018.0,12.0,1
26216,Winter,30 minutes to 1 hour,2019.0,1.0,3
26216,Winter,5 to 15 minutes,2018.0,3.0,5
26216,Winter,5 to 15 minutes,2018.0,11.0,22
26216,Winter,5 to 15 minutes,2018.0,12.0,13
26216,Winter,5 to 15 minutes,2019.0,1.0,28
26216,Winter,5 to 15 minutes,2019.0,2.0,18
26216,Winter,5 to 15 minutes,2019.0,3.0,17
26216,Winter,5 to 15 minutes,2019.0,11.0,46
26216,Winter,5 to 15 minutes,2019.0,12.0,15
26216,Winter,5 to 15 minutes,2020.0,1.0,27
26217,Summer,< 5 minutes,2018.0,4.0,22
26217,Summer,< 5 minutes,2018.0,5.0,31
26217,Summer,< 5 minutes,2018.0,6.0,28
26217,Summer,< 5 minutes,2018.0,7.0,23
26217,Summer,< 5 minutes,2018.0,8.0,40
26217,Summer,< 5 minutes,2018.0,9.0,33
26217,Summer,< 5 minutes,2018.0,10.0,28
26217,Summer,< 5 minutes,2019.0,4.0,15
26217,Summer,< 5 minutes,2019.0,5.0,35
26217,Summer,< 5 minutes,2019.0,6.0,7
26217,Summer,< 5 minutes,2019.0,7.0,24
26217,Summer,< 5 minutes,2019.0,8.0,28
26217,Summer,< 5 minutes,2019.0,9.0,26
26217,Summer,< 5 minutes,2019.0,10.0,32
26217,Summer,1 to 2 hours,2018.0,8.0,1
26217,Summer,1 to 2 hours,2018.0,9.0,1
26217,Summer,1 to 2 hours,2019.0,5.0,1
26217,Summer,1 to 2 hours,2019.0,6.0,1
26217,Summer,1 to 2 hours,2019.0,7.0,1
26217,Summer,1 to 2 hours,2019.0,8.0,4
26217,Summer,15 to 30 minutes,2018.0,4.0,3
26217,Summer,15 to 30 minutes,2018.0,5.0,11
26217,Summer,15 to 30 minutes,2018.0,6.0,5
26217,Summer,15 to 30 minutes,2018.0,7.0,6
26217,Summer,15 to 30 minutes,2018.0,8.0,7
26217,Summer,15 to 30 minutes,2018.0,9.0,6
26217,Summer,15 to 30 minutes,2018.0,10.0,3
26217,Summer,15 to 30 minutes,2019.0,4.0,1
26217,Summer,15 to 30 minutes,2019.0,5.0,7
26217,Summer,15 to 30 minutes,2019.0,6.0,4
26217,Summer,15 to 30 minutes,2019.0,7.0,7
26217,Summer,15 to 30 minutes,2019.0,8.0,8
26217,Summer,15 to 30 minutes,2019.0,9.0,16
26217,Summer,15 to 30 minutes,2019.0,10.0,11
26217,Summer,2 to 5 hours,2018.0,6.0,1
26217,Summer,2 to 5 hours,2019.0,7.0,1
26217,Summer,2 to 5 hours,2019.0,8.0,1
26217,Summer,2 to 5 hours,2019.0,9.0,1
26217,Summer,30 minutes to 1 hour,2018.0,4.0,1
26217,Summer,30 minutes to 1 hour,2018.0,5.0,1
26217,Summer,30 minutes to 1 hour,2018.0,6.0,2
26217,Summer,30 minutes to 1 hour,2018.0,7.0,1
26217,Summer,30 minutes to 1 hour,2018.0,8.0,3
26217,Summer,30 minutes to 1 hour,2019.0,4.0,1
26217,Summer,30 minutes to 1 hour,2019.0,5.0,1
26217,Summer,30 minutes to 1 hour,2019.0,6.0,2
26217,Summer,30 minutes to 1 hour,2019.0,7.0,1
26217,Summer,30 minutes to 1 hour,2019.0,8.0,7
26217,Summer,30 minutes to 1 hour,2019.0,9.0,1
26217,Summer,30 minutes to 1 hour,2019.0,10.0,1
26217,Summer,5 to 12 hours,2018.0,10.0,1
26217,Summer,5 to 15 minutes,2018.0,4.0,34
26217,Summer,5 to 15 minutes,2018.0,5.0,34
26217,Summer,5 to 15 minutes,2018.0,6.0,42
26217,Summer,5 to 15 minutes,2018.0,7.0,37
26217,Summer,5 to 15 minutes,2018.0,8.0,43
26217,Summer,5 to 15 minutes,2018.0,9.0,21
26217,Summer,5 to 15 minutes,2018.0,10.0,38
26217,Summer,5 to 15 minutes,2019.0,4.0,17
26217,Summer,5 to 15 minutes,2019.0,5.0,37
26217,Summer,5 to 15 minutes,2019.0,6.0,7
26217,Summer,5 to 15 minutes,2019.0,7.0,40
26217,Summer,5 to 15 minutes,2019.0,8.0,50
26217,Summer,5 to 15 minutes,2019.0,9.0,34
26217,Summer,5 to 15 minutes,2019.0,10.0,39
26217,Summer,overnight!,2018.0,8.0,2
26217,Summer,overnight!,2018.0,9.0,1
26217,Winter,< 5 minutes,2018.0,2.0,27
26217,Winter,< 5 minutes,2018.0,3.0,29
26217,Winter,< 5 minutes,2018.0,11.0,18
26217,Winter,< 5 minutes,2018.0,12.0,8
26217,Winter,< 5 minutes,2019.0,1.0,16
26217,Winter,< 5 minutes,2019.0,2.0,2
26217,Winter,< 5 minutes,2019.0,11.0,29
26217,Winter,< 5 minutes,2019.0,12.0,15
26217,Winter,< 5 minutes,2020.0,1.0,24
26217,Winter,1 to 2 hours,2019.0,11.0,2
26217,Winter,1 to 2 hours,2020.0,1.0,1
26217,Winter,15 to 30 minutes,2018.0,2.0,2
26217,Winter,15 to 30 minutes,2018.0,3.0,5
26217,Winter,15 to 30 minutes,2018.0,11.0,5
26217,Winter,15 to 30 minutes,2018.0,12.0,1
26217,Winter,15 to 30 minutes,2019.0,1.0,2
26217,Winter,15 to 30 minutes,2019.0,11.0,7
26217,Winter,15 to 30 minutes,2019.0,12.0,1
26217,Winter,15 to 30 minutes,2020.0,1.0,4
26217,Winter,30 minutes to 1 hour,2019.0,11.0,1
26217,Winter,30 minutes to 1 hour,2019.0,12.0,1
26217,Winter,30 minutes to 1 hour,2020.0,1.0,5
26217,Winter,5 to 15 minutes,2018.0,2.0,15
26217,Winter,5 to 15 minutes,2018.0,3.0,23
26217,Winter,5 to 15 minutes,2018.0,11.0,16
26217,Winter,5 to 15 minutes,2018.0,12.0,10
26217,Winter,5 to 15 minutes,2019.0,1.0,10
26217,Winter,5 to 15 minutes,2019.0,2.0,1
26217,Winter,5 to 15 minutes,2019.0,11.0,39
26217,Winter,5 to 15 minutes,2019.0,12.0,12
26217,Winter,5 to 15 minutes,2020.0,1.0,24
26219,Summer,< 5 minutes,2018.0,4.0,45
26219,Summer,< 5 minutes,2018.0,5.0,29
26219,Summer,< 5 minutes,2018.0,6.0,26
26219,Summer,< 5 minutes,2018.0,7.0,34
26219,Summer,< 5 minutes,2018.0,8.0,42
26219,Summer,< 5 minutes,2018.0,9.0,24
26219,Summer,< 5 minutes,2018.0,10.0,38
26219,Summer,< 5 minutes,2019.0,5.0,45
26219,Summer,< 5 minutes,2019.0,6.0,29
26219,Summer,< 5 minutes,2019.0,7.0,33
26219,Summer,< 5 minutes,2019.0,8.0,36
26219,Summer,< 5 minutes,2019.0,9.0,45
26219,Summer,< 5 minutes,2019.0,10.0,39
26219,Summer,1 to 2 hours,2018.0,4.0,1
26219,Summer,1 to 2 hours,2019.0,5.0,1
26219,Summer,1 to 2 hours,2019.0,6.0,1
26219,Summer,1 to 2 hours,2019.0,9.0,1
26219,Summer,1 to 2 hours,2019.0,10.0,1
26219,Summer,15 to 30 minutes,2018.0,4.0,3
26219,Summer,15 to 30 minutes,2018.0,5.0,8
26219,Summer,15 to 30 minutes,2018.0,6.0,11
26219,Summer,15 to 30 minutes,2018.0,7.0,5
26219,Summer,15 to 30 minutes,2018.0,8.0,9
26219,Summer,15 to 30 minutes,2018.0,9.0,2
26219,Summer,15 to 30 minutes,2018.0,10.0,5
26219,Summer,15 to 30 minutes,2019.0,5.0,8
26219,Summer,15 to 30 minutes,2019.0,6.0,10
26219,Summer,15 to 30 minutes,2019.0,7.0,6
26219,Summer,15 to 30 minutes,2019.0,8.0,4
26219,Summer,15 to 30 minutes,2019.0,9.0,23
26219,Summer,15 to 30 minutes,2019.0,10.0,4
26219,Summer,2 to 5 hours,2018.0,6.0,1
26219,Summer,2 to 5 hours,2018.0,7.0,1
26219,Summer,2 to 5 hours,2019.0,7.0,1
26219,Summer,2 to 5 hours,2019.0,8.0,1
26219,Summer,30 minutes to 1 hour,2018.0,4.0,2
26219,Summer,30 minutes to 1 hour,2018.0,5.0,1
26219,Summer,30 minutes to 1 hour,2018.0,6.0,1
26219,Summer,30 minutes to 1 hour,2018.0,7.0,1
26219,Summer,30 minutes to 1 hour,2018.0,8.0,1
26219,Summer,30 minutes to 1 hour,2018.0,10.0,2
26219,Summer,30 minutes to 1 hour,2019.0,5.0,2
26219,Summer,30 minutes to 1 hour,2019.0,6.0,4
26219,Summer,30 minutes to 1 hour,2019.0,7.0,6
26219,Summer,30 minutes to 1 hour,2019.0,8.0,1
26219,Summer,30 minutes to 1 hour,2019.0,9.0,6
26219,Summer,5 to 12 hours,2018.0,6.0,1
26219,Summer,5 to 12 hours,2019.0,9.0,1
26219,Summer,5 to 15 minutes,2018.0,4.0,26
26219,Summer,5 to 15 minutes,2018.0,5.0,28
26219,Summer,5 to 15 minutes,2018.0,6.0,39
26219,Summer,5 to 15 minutes,2018.0,7.0,43
26219,Summer,5 to 15 minutes,2018.0,8.0,31
26219,Summer,5 to 15 minutes,2018.0,9.0,30
26219,Summer,5 to 15 minutes,2018.0,10.0,37
26219,Summer,5 to 15 minutes,2019.0,5.0,29
26219,Summer,5 to 15 minutes,2019.0,6.0,28
26219,Summer,5 to 15 minutes,2019.0,7.0,51
26219,Summer,5 to 15 minutes,2019.0,8.0,51
26219,Summer,5 to 15 minutes,2019.0,9.0,54
26219,Summer,5 to 15 minutes,2019.0,10.0,41
26219,Summer,overnight!,2018.0,6.0,1
26219,Summer,overnight!,2019.0,9.0,1
26219,Winter,< 5 minutes,2018.0,3.0,22
26219,Winter,< 5 minutes,2018.0,11.0,35
26219,Winter,< 5 minutes,2018.0,12.0,12
26219,Winter,< 5 minutes,2019.0,1.0,20
26219,Winter,< 5 minutes,2019.0,2.0,19
26219,Winter,< 5 minutes,2019.0,11.0,33
26219,Winter,< 5 minutes,2019.0,12.0,22
26219,Winter,< 5 minutes,2020.0,1.0,27
26219,Winter,1 to 2 hours,2019.0,2.0,1
26219,Winter,1 to 2 hours,2019.0,12.0,1
26219,Winter,1 to 2 hours,2020.0,1.0,1
26219,Winter,15 to 30 minutes,2018.0,3.0,4
26219,Winter,15 to 30 minutes,2018.0,11.0,4
26219,Winter,15 to 30 minutes,2018.0,12.0,2
26219,Winter,15 to 30 minutes,2019.0,2.0,2
26219,Winter,15 to 30 minutes,2019.0,11.0,10
26219,Winter,15 to 30 minutes,2019.0,12.0,6
26219,Winter,15 to 30 minutes,2020.0,1.0,3
26219,Winter,30 minutes to 1 hour,2018.0,11.0,1
26219,Winter,30 minutes to 1 hour,2019.0,1.0,2
26219,Winter,30 minutes to 1 hour,2019.0,11.0,3
26219,Winter,30 minutes to 1 hour,2019.0,12.0,1
26219,Winter,30 minutes to 1 hour,2020.0,1.0,2
26219,Winter,5 to 15 minutes,2018.0,3.0,18
26219,Winter,5 to 15 minutes,2018.0,11.0,25
26219,Winter,5 to 15 minutes,2018.0,12.0,13
26219,Winter,5 to 15 minutes,2019.0,1.0,24
26219,Winter,5 to 15 minutes,2019.0,2.0,18
26219,Winter,5 to 15 minutes,2019.0,11.0,35
26219,Winter,5 to 15 minutes,2019.0,12.0,24
26219,Winter,5 to 15 minutes,2020.0,1.0,39
26220,Summer,< 5 minutes,2018.0,4.0,25
26220,Summer,< 5 minutes,2018.0,5.0,7
26220,Summer,< 5 minutes,2018.0,6.0,9
26220,Summer,< 5 minutes,2018.0,9.0,5
26220,Summer,< 5 minutes,2018.0,10.0,13
26220,Summer,< 5 minutes,2019.0,4.0,29
26220,Summer,< 5 minutes,2019.0,5.0,24
26220,Summer,< 5 minutes,2019.0,6.0,36
26220,Summer,< 5 minutes,2019.0,7.0,30
26220,Summer,< 5 minutes,2019.0,8.0,44
26220,Summer,< 5 minutes,2019.0,9.0,30
26220,Summer,< 5 minutes,2019.0,10.0,35
26220,Summer,1 to 2 hours,2018.0,6.0,1
26220,Summer,1 to 2 hours,2019.0,6.0,4
26220,Summer,1 to 2 hours,2019.0,9.0,7
26220,Summer,15 to 30 minutes,2018.0,4.0,6
26220,Summer,15 to 30 minutes,2018.0,5.0,3
26220,Summer,15 to 30 minutes,2018.0,6.0,1
26220,Summer,15 to 30 minutes,2018.0,9.0,4
26220,Summer,15 to 30 minutes,2018.0,10.0,2
26220,Summer,15 to 30 minutes,2019.0,4.0,5
26220,Summer,15 to 30 minutes,2019.0,5.0,8
26220,Summer,15 to 30 minutes,2019.0,6.0,11
26220,Summer,15 to 30 minutes,2019.0,7.0,11
26220,Summer,15 to 30 minutes,2019.0,8.0,7
26220,Summer,15 to 30 minutes,2019.0,9.0,12
26220,Summer,15 to 30 minutes,2019.0,10.0,4
26220,Summer,2 to 5 hours,2018.0,4.0,1
26220,Summer,2 to 5 hours,2019.0,4.0,1
26220,Summer,2 to 5 hours,2019.0,6.0,1
26220,Summer,30 minutes to 1 hour,2018.0,9.0,2
26220,Summer,30 minutes to 1 hour,2018.0,10.0,1
26220,Summer,30 minutes to 1 hour,2019.0,4.0,2
26220,Summer,30 minutes to 1 hour,2019.0,5.0,4
26220,Summer,30 minutes to 1 hour,2019.0,6.0,3
26220,Summer,30 minutes to 1 hour,2019.0,7.0,6
26220,Summer,30 minutes to 1 hour,2019.0,8.0,5
26220,Summer,30 minutes to 1 hour,2019.0,9.0,6
26220,Summer,30 minutes to 1 hour,2019.0,10.0,2
26220,Summer,5 to 12 hours,2019.0,7.0,1
26220,Summer,5 to 15 minutes,2018.0,4.0,25
26220,Summer,5 to 15 minutes,2018.0,5.0,3
26220,Summer,5 to 15 minutes,2018.0,6.0,2
26220,Summer,5 to 15 minutes,2018.0,9.0,15
26220,Summer,5 to 15 minutes,2018.0,10.0,20
26220,Summer,5 to 15 minutes,2019.0,4.0,29
26220,Summer,5 to 15 minutes,2019.0,5.0,39
26220,Summer,5 to 15 minutes,2019.0,6.0,56
26220,Summer,5 to 15 minutes,2019.0,7.0,30
26220,Summer,5 to 15 minutes,2019.0,8.0,45
26220,Summer,5 to 15 minutes,2019.0,9.0,59
26220,Summer,5 to 15 minutes,2019.0,10.0,50
26220,Summer,overnight!,2019.0,4.0,1
26220,Winter,< 5 minutes,2018.0,1.0,9
26220,Winter,< 5 minutes,2018.0,2.0,3
26220,Winter,< 5 minutes,2018.0,3.0,13
26220,Winter,< 5 minutes,2018.0,11.0,9
26220,Winter,< 5 minutes,2018.0,12.0,11
26220,Winter,< 5 minutes,2019.0,1.0,5
26220,Winter,< 5 minutes,2019.0,2.0,27
26220,Winter,< 5 minutes,2019.0,3.0,21
26220,Winter,< 5 minutes,2019.0,11.0,26
26220,Winter,< 5 minutes,2019.0,12.0,23
26220,Winter,< 5 minutes,2020.0,1.0,20
26220,Winter,1 to 2 hours,2019.0,11.0,1
26220,Winter,15 to 30 minutes,2018.0,1.0,4
26220,Winter,15 to 30 minutes,2018.0,2.0,1
26220,Winter,15 to 30 minutes,2018.0,3.0,3
26220,Winter,15 to 30 minutes,2018.0,12.0,2
26220,Winter,15 to 30 minutes,2019.0,1.0,1
26220,Winter,15 to 30 minutes,2019.0,2.0,3
26220,Winter,15 to 30 minutes,2019.0,3.0,5
26220,Winter,15 to 30 minutes,2019.0,11.0,5
26220,Winter,15 to 30 minutes,2019.0,12.0,3
26220,Winter,15 to 30 minutes,2020.0,1.0,2
26220,Winter,30 minutes to 1 hour,2019.0,3.0,2
26220,Winter,5 to 15 minutes,2018.0,1.0,14
26220,Winter,5 to 15 minutes,2018.0,2.0,2
26220,Winter,5 to 15 minutes,2018.0,3.0,13
26220,Winter,5 to 15 minutes,2018.0,11.0,1
26220,Winter,5 to 15 minutes,2018.0,12.0,19
26220,Winter,5 to 15 minutes,2019.0,1.0,8
26220,Winter,5 to 15 minutes,2019.0,2.0,35
26220,Winter,5 to 15 minutes,2019.0,3.0,30
26220,Winter,5 to 15 minutes,2019.0,11.0,28
